Sl.No,sku,merchant,main_category,sbu_category,child_category,brand,product_name,product_feature_image,product_description,current_price,shipping_cost,previous_price,commission,stock,size,size_quantity,size_extra_price,colors,tags,youtube,policy,meta_tag,meta_description,product_type,affiliate_link
1,rSSqbORQ7j,"merchant name:-) Merchant Not Match / Found","electronic-electrical:-  No Category Found!",,,,,,,,,,,,,,,,,,,,,,
